TestCaseID,testCase_Name,testCase_State,testCase_startTimestamp,$testCase_stopTimestamp,module_Name,mpa_Patch,mpa_Release,testEnv_Client,testEnv_Server
10053,Create a new document type group,finished,15.12.2016 17:08:49,15.12.2016 17:09:33,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10061,Create a new document subject,finished,15.12.2016 17:12:46,15.12.2016 17:13:06,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10082,Back to todo list - new navigation bar,finished,16.12.2016 03:35:34,16.12.2016 03:36:59,Workflow,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10127,Workflow Wizard - order requested (no predefinition of form),finished,16.12.2016 02:15:08,16.12.2016 02:16:44,Workflow,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10154,Ordering at process start - form selection,finished,16.12.2016 11:40:36,16.12.2016 11:41:58,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10162,Ordering at process start - form selection and order,finished,16.12.2016 11:42:03,16.12.2016 11:43:30,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10163,Ordering at process start - order without form selection,finished,16.12.2016 11:45:16,16.12.2016 11:46:32,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10164,Ordering at process start - order standardized (default profile),finished,16.12.2016 12:00:47,16.12.2016 12:02:04,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10165,Ordering at process start - order profile selection,finished,16.12.2016 11:46:37,16.12.2016 11:47:59,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10166,Order propagation in workflow - main+subprocess,finished,16.12.2016 11:48:03,16.12.2016 11:49:32,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10167,Order propagation in workflow - process programs,finished,16.12.2016 11:49:37,16.12.2016 11:51:58,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10168,Order propagation in workflow - new process by CFT,finished,16.12.2016 12:03:38,16.12.2016 12:05:15,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10178,Ordering at process start - form change in wizard,finished,16.12.2016 11:43:35,16.12.2016 11:45:11,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10204,Delete an address catalog,finished,15.12.2016 17:14:10,15.12.2016 17:15:06,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10211,Transfer patient into previous bed (create new transfer data),finished,15.12.2016 23:12:57,15.12.2016 23:15:19,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10236,Priority - emergency,finished,16.12.2016 04:54:16,16.12.2016 04:57:36,Workflow,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10258,Open a folder on the treebrowser (click on symbol),finished,15.12.2016 21:36:36,15.12.2016 21:37:56,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10259,Open a folder on the treebrowser (double click),finished,15.12.2016 21:35:11,15.12.2016 21:36:31,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10264,Start check - indicate previous process start (discharged),finished,16.12.2016 02:10:18,16.12.2016 02:12:49,Workflow,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10268,Process program - partner system (process selection first),finished,16.12.2016 04:09:45,16.12.2016 04:11:50,Workflow,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10277,Show the content of a document with a dictation,finished,15.12.2016 19:25:23,15.12.2016 19:26:39,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10279,Symbols - process symbols (refresh after change, multiple clients),finished,16.12.2016 03:00:50,16.12.2016 03:06:05,Workflow,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10285,Process program - autostart process (patient not necessary),finished,16.12.2016 04:32:43,16.12.2016 04:35:12,Workflow,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10291,Subprocess - multiple execution,finished,16.12.2016 04:11:57,16.12.2016 04:14:57,Workflow,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10313,Edit a preferred date,finished,16.12.2016 07:24:49,16.12.2016 07:26:20,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10324,Change an existing template,finished,15.12.2016 17:09:38,15.12.2016 17:10:24,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10327,Open the workarea Patient Documents for a patient whose firstname has 18 letters,finished,15.12.2016 21:02:14,15.12.2016 21:03:00,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10330,medical discharge,finished,16.12.2016 00:57:10,16.12.2016 01:01:34,Diagnoses Procedure,443071,3.12,MPAQSEXECDESK01,MPAQSSNSEXEC1
10340,LKF UserRole change (gf.viewer.def.DefDefinitionDLDialog.standard),finished,16.12.2016 00:11:34,16.12.2016 00:14:36,Diagnoses Procedure,443071,3.12,MPAQSEXECDESK01,MPAQSSNSEXEC1
10352,Insert an existing TC definition,finished,15.12.2016 19:10:09,15.12.2016 19:13:49,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10358,Edit a text module of a write protected document,finished,15.12.2016 19:36:14,15.12.2016 19:39:13,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10363,Move an appointment by drag&drop into not available area (plan),finished,15.12.2016 19:01:49,15.12.2016 19:03:26,Appointment,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10365,Move an appointment by cut&paste into not available area (plan),finished,15.12.2016 19:05:15,15.12.2016 19:07:24,Appointment,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10370,Diktat anlegen aus MCC (Meierhofer) über MPAApplication.doc,finished,16.12.2016 05:57:03,16.12.2016 06:02:24,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10379,Transfer a patient via clipboard to an occupied bed,finished,15.12.2016 23:37:24,15.12.2016 23:38:59,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10380,Transfer a patient via clipboard (no patient is in the clipboard),finished,15.12.2016 23:39:03,15.12.2016 23:40:22,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10388,Create a new order position freetext,finished,16.12.2016 06:13:53,16.12.2016 06:14:18,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10392,End a patients time off,finished,15.12.2016 23:42:03,15.12.2016 23:44:36,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10397,Reset todo - mode 3 (different client),finished,16.12.2016 03:29:22,16.12.2016 03:35:26,Workflow,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10400,Record a note for a case,finished,15.12.2016 22:47:32,15.12.2016 22:48:49,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10401,Record a note for a bed,finished,15.12.2016 22:50:09,15.12.2016 22:51:18,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10403,Record a note for a ward,finished,15.12.2016 22:52:33,15.12.2016 22:53:36,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10409,Delete a note for a patient,finished,15.12.2016 22:46:16,15.12.2016 22:47:29,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10410,Delete a note for a case,finished,15.12.2016 22:48:53,15.12.2016 22:50:05,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10411,Delete a note for a bed,finished,15.12.2016 22:51:22,15.12.2016 22:52:29,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10414,Delete a note for a ward,finished,15.12.2016 22:53:40,15.12.2016 22:54:41,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10419,Change ward,finished,15.12.2016 21:06:26,15.12.2016 21:08:19,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10422,Show the patient information (select patient on the treebrowser),finished,15.12.2016 21:35:59,15.12.2016 21:38:07,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10425,Show patient information (open the workarea Details Patient),finished,15.12.2016 21:19:08,15.12.2016 21:20:55,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10445,Transfer via action button,finished,15.12.2016 21:45:54,15.12.2016 21:48:02,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10446,Discharge patient via action button to pool,finished,15.12.2016 21:48:07,15.12.2016 21:49:49,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10447,Add a symbol via action button,finished,15.12.2016 21:49:53,15.12.2016 21:51:38,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10448,Add a case note via action button,finished,15.12.2016 21:51:42,15.12.2016 21:52:59,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10449,Add a bed symbol via action button,finished,15.12.2016 21:53:03,15.12.2016 21:54:17,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10450,Add a bed note via action button,finished,15.12.2016 21:54:21,15.12.2016 21:55:31,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10451,Open the workarea Patient Documents via action button,finished,15.12.2016 21:55:35,15.12.2016 21:57:17,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10452,Print work organizers via action button,finished,15.12.2016 21:57:22,15.12.2016 21:58:29,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10453,Start the dictation process via action button,finished,15.12.2016 21:58:36,15.12.2016 22:01:19,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10454,Open the appointment calendar via action button,finished,15.12.2016 22:01:24,15.12.2016 22:02:59,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10455,Open the appointments overview via action button,finished,15.12.2016 22:03:03,15.12.2016 22:04:32,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10456,Open the workarea Start Workflow via action button,finished,15.12.2016 22:04:37,15.12.2016 22:06:17,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10457,Open the workarea DRG Workplace via action button,finished,15.12.2016 22:06:21,15.12.2016 22:08:15,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10458,Create procedures by an order form via action button,finished,15.12.2016 22:10:06,15.12.2016 22:11:16,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10460,Show the procedures of a case via action button,finished,15.12.2016 22:11:19,15.12.2016 22:12:25,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10461,Permission to view wards after a change of user,finished,15.12.2016 21:13:18,15.12.2016 21:16:26,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10462,Permission to view wards after a change of the role,finished,15.12.2016 21:10:38,15.12.2016 21:13:12,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10471,medical discharge not allowed - followed by user change,finished,16.12.2016 01:01:49,16.12.2016 01:11:10,Diagnoses Procedure,443071,3.12,MPAQSEXECDESK01,MPAQSSNSEXEC1
10473,Dictate for an outpatient case,failed,16.12.2016 02:24:10,16.12.2016 02:28:41,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10474,Choosing employee window has to appear in front of Leistungen WA,finished,16.12.2016 11:52:03,16.12.2016 11:53:25,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10491,Tooltip on occupied bed (forceDirectPainting is true),finished,15.12.2016 22:57:29,15.12.2016 22:59:09,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10492,Tooltip on free bed (forceDirectPainting is true),finished,15.12.2016 22:56:08,15.12.2016 22:57:23,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10493,Tooltip on a room symbol,finished,15.12.2016 22:59:12,15.12.2016 23:00:27,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10494,Tooltip on a ward symbol,finished,15.12.2016 23:00:31,15.12.2016 23:01:48,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10499,Show the bedroomward information (update bed information),finished,15.12.2016 21:23:02,15.12.2016 21:25:11,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10505,Save procedures by an order in workflow (auto save on forward),finished,16.12.2016 12:13:13,16.12.2016 12:14:30,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10512,Add a main-diagnosis to a case,finished,15.12.2016 22:12:30,15.12.2016 22:14:58,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10571,Symbol for wards,finished,15.12.2016 21:08:24,15.12.2016 21:08:47,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10576,Insert a mobile bed,finished,15.12.2016 21:25:16,15.12.2016 21:26:29,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10577,Remove a mobile bed,finished,15.12.2016 21:26:34,15.12.2016 21:27:46,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10593,Protocolation of action Vorlage.newObject on document-templates,finished,15.12.2016 22:18:55,15.12.2016 22:21:55,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10627,Planning surgery appt without case,finished,16.12.2016 00:40:42,16.12.2016 00:47:00,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10638,Search by Specialty,finished,15.12.2016 22:23:44,15.12.2016 22:25:44,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10639,Search by Planned Date,finished,15.12.2016 22:25:54,15.12.2016 22:27:47,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10657,Open WA OP Dokumentation 1,failed,15.12.2016 23:17:36,15.12.2016 23:20:11,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10666,Commit SurgerySession - UserQuestion,finished,15.12.2016 22:50:36,15.12.2016 22:55:20,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10667,Commit SurgerySession - SurgerySession validators,finished,15.12.2016 22:45:41,15.12.2016 22:50:24,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10671,Button Stationären Aufenthalt  Current case,finished,15.12.2016 22:36:54,15.12.2016 22:40:55,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10673,Workarea OP PlanungSurgery Planning,finished,15.12.2016 21:57:26,15.12.2016 22:02:19,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10677,Button Set case to surgery session,finished,15.12.2016 23:52:16,15.12.2016 23:56:11,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10680,Save SurgerySession - SurgerySession validators,finished,15.12.2016 22:55:31,15.12.2016 22:57:15,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10688,SpeechMike - Dictate from Bed Management,finished,15.12.2016 22:58:26,15.12.2016 23:02:22,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10700,Customizing OP PersonalStaff Type,finished,16.12.2016 01:11:12,16.12.2016 01:15:20,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10715,Workarea OP Calender,finished,15.12.2016 22:15:41,15.12.2016 22:21:16,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10716,Display OP Header,finished,15.12.2016 22:02:34,15.12.2016 22:09:12,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10720,Change Planned duration of surgeryOP,finished,16.12.2016 01:01:55,16.12.2016 01:07:28,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
10777,Search for clinical comments,finished,16.12.2016 12:33:16,16.12.2016 12:34:41,Patient Administration,443071,3.12,MPAQSEXECDESK01,MPAQSSNSEXEC1
10790,SpeechMike - Start to listen a dictation while editing an other one,finished,15.12.2016 23:20:18,15.12.2016 23:22:11,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10843,SpeechMike - Start 2 dictations,failed,15.12.2016 23:07:24,15.12.2016 23:10:28,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10858,SpeechMike - Information about a dictation is shown on the window title,finished,15.12.2016 23:28:09,15.12.2016 23:30:07,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10859,SpeechMike - Start to listen a dictation while listening to an other one,finished,15.12.2016 23:18:18,15.12.2016 23:20:14,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10871,Delete document - dictation,finished,15.12.2016 17:38:39,15.12.2016 17:42:54,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10915,Export von Diagnoses  Leistungen,finished,16.12.2016 17:32:45,16.12.2016 17:50:46,HL7,443071,3.12,MPAQSEXECDESK01,MPAQSSNSEXEC1
10919,SpeechMike - Add a dictation to an existing Word document,finished,15.12.2016 23:34:19,15.12.2016 23:38:53,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10975,Select several appointments (Rel. = 3.9),finished,15.12.2016 17:40:48,15.12.2016 17:44:41,Appointment,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
10981,Open clinical document not reinitializing textblocks,failed,16.12.2016 01:09:05,16.12.2016 01:12:45,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10982,Open clinical document reinitializing textblocks,failed,16.12.2016 01:12:51,16.12.2016 01:16:31,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
10996,Customizing of AuthenticationProperties on non-Systema-Vendors,finished,15.12.2016 20:28:49,15.12.2016 20:29:46,Session Handling,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
11004,Open WA OP Dokumentation 2,finished,15.12.2016 23:20:23,15.12.2016 23:25:45,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
11010,Button Eingriff hinzufügen  Add surgeryOP,finished,15.12.2016 23:25:56,15.12.2016 23:29:47,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
11067,Use connections in an order, save it,finished,16.12.2016 06:44:53,16.12.2016 06:46:05,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11082,View Headerinformation - Waiting listInpatient case,finished,15.12.2016 22:09:23,15.12.2016 22:13:53,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
11087,Planning surgery appt with case,finished,16.12.2016 00:47:10,16.12.2016 00:50:58,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
11092,Available orders (no ordertype associated),finished,16.12.2016 06:46:09,16.12.2016 06:47:54,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11095,Search by OP Name,finished,15.12.2016 22:21:28,15.12.2016 22:23:35,Surgery Planning and Documentation,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
11099,Delete an order via button (select yes),finished,16.12.2016 07:59:22,16.12.2016 08:01:19,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11100,Delete an order via button (select no),finished,16.12.2016 08:01:23,16.12.2016 08:02:29,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11101,Update document information,finished,15.12.2016 21:32:13,15.12.2016 21:33:41,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11102,Delete an order via button (select cancel),finished,16.12.2016 10:11:29,16.12.2016 10:13:46,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11103,Delete an order via pop-up menu (select cancel),finished,16.12.2016 10:16:14,16.12.2016 10:17:22,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11104,Update view DokumentEditor when changing Role,finished,15.12.2016 21:11:24,15.12.2016 21:15:39,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11105,Delete an order via pop-up menu (select yes),finished,16.12.2016 10:13:52,16.12.2016 10:14:58,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11106,Delete an order via pop-up menu (select no),finished,16.12.2016 10:15:03,16.12.2016 10:16:10,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11108,Print OrganisationsmittelWorkorganizers different Printer,finished,16.12.2016 02:36:37,16.12.2016 02:38:01,Label and Formular Printing,443071,3.12,MPAQSEXECDESK01,MPAQSSNSEXEC1
11124,Create a new MaterialType,finished,16.12.2016 06:25:46,16.12.2016 06:27:02,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11126,Start planned process automatically due to Assoc TerminBuchAutoStartMetaProzess,finished,15.12.2016 19:57:15,15.12.2016 20:00:00,Appointment,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
11133,Create a new OrderProfile,finished,16.12.2016 06:22:27,16.12.2016 06:25:41,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11160,External EDIFACT Distribution of documents  simple file_name_expression,finished,16.12.2016 04:42:13,16.12.2016 04:45:25,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11161,Treebrowser of workarea 'order browser',finished,16.12.2016 07:36:31,16.12.2016 07:37:40,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11162,Selection of an existing order,finished,16.12.2016 07:40:03,16.12.2016 07:42:16,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11163,Edit an order (via double click),finished,16.12.2016 07:19:38,16.12.2016 07:21:09,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11166,Edit an order (via pop-up menu),finished,16.12.2016 07:21:13,16.12.2016 07:22:46,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11171,Start Workflow - general and patient related workarea (data comparison),finished,16.12.2016 02:18:29,16.12.2016 02:20:50,Workflow,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
11175,Document Import via EDIFACT  Import successfull AND AZ found,finished,16.12.2016 04:48:07,16.12.2016 04:51:49,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11178,Add a new block in  ''COS-Workarea'' - mandatory relation,failed,16.12.2016 01:30:44,16.12.2016 01:33:54,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11179,Start Workflow - 'Gestartet',finished,16.12.2016 02:48:35,16.12.2016 02:49:29,Workflow,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
11180,Print an order,finished,16.12.2016 11:20:38,16.12.2016 11:23:48,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11181,Show appointments - additional workflow workarea,finished,16.12.2016 05:51:46,16.12.2016 05:54:28,Workflow,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
11182,Print an order directly from open form,finished,16.12.2016 11:32:12,16.12.2016 11:34:19,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11185,Print an order (no printtemplate associated),finished,16.12.2016 11:27:16,16.12.2016 11:28:57,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11187,Print an order (change number of copies),finished,16.12.2016 11:23:53,16.12.2016 11:25:21,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11188,Print an order (no printtemplate selected),finished,16.12.2016 11:25:26,16.12.2016 11:27:11,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11190,Document Import via EDIFACT  Import successfull and AZ NOT found,finished,16.12.2016 04:51:55,16.12.2016 04:54:33,Document,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11207,Generate a description (via button),finished,16.12.2016 07:17:21,16.12.2016 07:18:26,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11209,Generate a description (via pop-up menu),finished,16.12.2016 07:18:31,16.12.2016 07:19:34,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11210,Send an order (via button),finished,16.12.2016 06:53:14,16.12.2016 06:55:09,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11212,Send on order (via pop-up menu),finished,16.12.2016 06:55:13,16.12.2016 06:57:02,Order,443071,3.12,MPAQSDEVDESK02,MPAQSSNSEXEC1
11219,Automatic process start - by administrative discharge,finished,16.12.2016 02:28:17,16.12.2016 02:32:09,Workflow,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
11221,Automatic process start - by medical discharge,finished,16.12.2016 02:32:20,16.12.2016 02:34:59,Workflow,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
11223,Automatic process start - by ambulant treatment end,finished,16.12.2016 02:35:09,16.12.2016 02:37:18,Workflow,443071,3.12,MPAQSEXECDESK02,MPAQSSNSEXEC1
11226,View planned admission in BM,finished,15.12.2016 23:52:02,15.12.2016 23:56:12,Bed management,443071,3.12,MPAQSDEVDESK01,MPAQSSNSEXEC1
